,user_id,First Name,Surnam,Gender,state,Age,date_joined,n_dependants,fam_status,income
7538,126786,Willie,Boyd,Male,Wyoming,29,2/13/2017,1,married,86932
7539,152037,Lisa,Mccullough,Female,Colorado,30,2/13/2017,0,single,35809
7540,165765,Virginia,Walsh,Female,Indiana,67,2/13/2017,1,married,43643
7541,203073,Joseph,Cisneros,Male,South Dakota,52,2/13/2017,3,married,145459
7542,58736,Joshua,Thompson,Male,Michigan,81,2/13/2017,2,married,110664
7543,64289,Gloria,Haynes,Female,North Dakota,32,2/13/2017,3,married,81682
7544,97932,Diana,Jackson,Female,Hawaii,67,2/13/2017,3,married,155977
7545,63252,Robin,Hendrix,Female,Hawaii,51,2/13/2017,3,married,98573
7546,169884,John,Holloway,Male,Arizona,76,2/13/2017,1,married,107188
7547,176625,Cheryl,Barton,Female,Hawaii,50,2/13/2017,0,single,48151
7548,21811,Sarah,Buchanan,Female,Massachusetts,21,2/13/2017,0,single,30366
7549,6333,Steve,Heath,Male,District of Columbia,53,2/13/2017,1,married,162456
7550,9177,Carl,Salgado,Male,Washington,54,2/13/2017,2,married,142051
7551,16066,Russell,Zimmerman,Male,Alabama,27,2/13/2017,0,single,95615
7552,30475,,Obrien,Male,North Carolina,28,2/13/2017,2,married,72932
7553,37141,Shawn,Moore,Male,Idaho,79,2/13/2017,1,married,115778
7554,39554,Antonio,Nolan,Male,North Dakota,74,2/13/2017,3,married,324991
7555,47035,Elizabeth,Huff,Female,Idaho,38,2/13/2017,0,single,67194
7556,67193,Barbara,Ryan,Female,New Mexico,77,2/13/2017,3,married,167089
7557,67526,Harold,Zavala,Male,Alaska,54,2/13/2017,2,married,109273
7558,67703,Ruby,Shepard,Female,New Mexico,20,2/13/2017,0,single,60384
7559,76958,Cheryl,Estrada,Female,Wisconsin,41,2/13/2017,1,married,52610
7560,80192,Roy,Harvey,Male,Maine,74,2/13/2017,1,married,33167
7561,85350,Bobby,Contreras,Male,New York,20,2/13/2017,0,single,39768
7562,91062,Elizabeth,Clements,Female,New York,70,2/13/2017,0,divorced/widowed,154402
7563,92973,Denise,Proctor,Female,Wyoming,29,2/13/2017,1,married,61635
7564,93085,Stephen,Murillo,Male,Florida,67,2/13/2017,3,married,93702
7565,101750,Beverly,Brady,Female,California,32,2/13/2017,2,married,70357
7566,104459,Jeffrey,Xiong,Male,Georgia,30,2/13/2017,2,married,94408
7567,108279,,Owens,Female,Colorado,74,2/13/2017,2,married,159621
7568,111688,Robert,Rubio,Male,West Virginia,23,2/13/2017,1,married,71469
7569,116799,Daniel,Hoffman,Male,District of Columbia,78,2/13/2017,1,married,92866
7570,121709,Douglas,Campos,Male,Nevada,40,2/13/2017,3,married,52451
7571,123372,Marilyn,Haley,Female,Arizona,48,2/13/2017,1,married,93821
7572,123805,Ryan,Hendricks,Male,North Carolina,79,2/13/2017,1,married,117729
7573,126587,Earl,Flynn,Male,California,57,2/13/2017,3,married,134665
7574,128754,Joshua,Montes,Male,Ohio,60,2/13/2017,2,married,33218
7575,134857,Beverly,Brady,Female,Idaho,45,2/13/2017,3,married,80104
7576,139468,Albert,Rowe,Male,Massachusetts,74,2/13/2017,2,married,163048
7577,147243,Carl,Horn,Male,Colorado,35,2/13/2017,1,married,69226
7578,151244,Robin,Mcdowell,Male,North Dakota,55,2/13/2017,2,married,156721
7579,151247,Elizabeth,Huff,Female,Oregon,26,2/13/2017,2,married,79590
7580,159770,Phyllis,Greene,Male,Missouri,34,2/13/2017,3,married,68966
7581,161912,Brandon,Vaughan,Male,Missouri,52,2/13/2017,1,married,104598
7582,163505,Ernest,Novak,Male,Wisconsin,65,2/13/2017,1,married,86381
7583,186910,Brandon,Mckinney,Male,Vermont,40,2/13/2017,2,married,80975
7584,187146,Roger,Ferguson,Male,New York,54,2/13/2017,0,single,76800
7585,193582,Carl,Bridges,Male,Mississippi,29,2/13/2017,3,married,93449
7586,199902,,Page,Female,Maryland,37,2/13/2017,1,married,347651
7587,193553,Edward,Kaur,Male,Delaware,53,2/13/2017,3,married,140185
7588,48070,Brenda,Bernal,Female,North Carolina,22,2/13/2017,1,married,62742
7589,52644,Evelyn,Charles,Female,Hawaii,52,2/13/2017,3,married,36230
7590,165766,Terry,Barajas,Male,Iowa,30,2/13/2017,3,married,68421
7591,43850,Cynthia,Harding,Female,South Carolina,32,2/13/2017,2,married,47783
7592,177702,Kimberly,Anderson,Female,Kentucky,58,2/13/2017,0,single,33689
7593,10864,,Koch,Male,Alabama,48,2/13/2017,0,single,122353
7594,26213,Clarence,Harper,Male,Wisconsin,52,2/13/2017,0,single,101892
7595,43040,Steven,Dunn,Male,Virginia,33,2/13/2017,2,married,58699
7596,100284,Patricia,Wells,Female,Kentucky,47,2/13/2017,1,married,141121
7597,166037,Marie,Keller,Female,Oregon,32,2/13/2017,1,married,63825
7598,189701,Robin,Cline,Male,Oregon,29,2/13/2017,3,married,64675
7599,198964,Gerald,Watson,Male,Idaho,34,2/13/2017,3,married,56715
7600,7790,Katherine,Kerr,Female,Missouri,37,2/13/2017,0,single,37289
7601,20679,Theresa,Scott,Female,New Hampshire,20,2/13/2017,1,living with parents and siblings,56753
7602,22892,Frank,Bowers,Male,Texas,30,2/13/2017,2,married,40620
7603,22919,Denise,Morris,Female,Maine,70,2/13/2017,2,married,124751
7604,43979,Marilyn,Sandoval,Female,Kansas,18,2/13/2017,2,living with parents and siblings,52428
7605,64110,Joshua,Leon,Male,Arizona,41,2/13/2017,0,single,121689
7606,82612,Carolyn,Kelley,Female,Tennessee,46,2/13/2017,3,married,40816
7607,85639,Tina,Whitney,Female,Florida,75,2/13/2017,1,married,75811
7608,99960,Helen,Cannon,Female,Wyoming,62,2/13/2017,1,married,98259
7609,100626,Linda,Nguyen,Female,Arizona,72,2/13/2017,3,married,52473
7610,144565,Nicole,Conrad,Male,Oklahoma,38,2/13/2017,3,married,68126
7611,205092,Randy,Byrd,Male,Montana,38,2/13/2017,0,single,76463
7612,149095,Lisa,Sparks,Female,Nebraska,70,2/13/2017,1,married,151086
7613,162023,Adam,Villanueva,Male,Virginia,49,2/13/2017,2,married,166515
7614,184804,Jesse,Bravo,Male,Oklahoma,25,2/13/2017,0,single,79577
7615,14290,Heather,Costa,Female,Florida,68,2/13/2017,1,married,123291
7616,21927,Jeremy,Hines,Male,Washington,66,2/13/2017,2,married,32601
7617,27577,Russell,Pollard,Male,Mississippi,52,2/13/2017,3,married,148339
7618,49630,Walter,Nunez,Male,Connecticut,24,2/13/2017,3,married,99069
7619,65262,,Moran,Male,Maryland,35,2/13/2017,1,married,57736
7620,100074,Andrea,Wilkinson,Female,Hawaii,23,2/13/2017,2,married,77851
7621,132095,Michael,Gallagher,Male,California,58,2/13/2017,1,married,168648
7622,132435,Bobby,Figueroa,Male,Pennsylvania,71,2/13/2017,0,divorced/widowed,100744
7623,140782,Gerald,Krueger,Male,Nebraska,50,2/13/2017,3,married,111275
7624,153976,Cynthia,Hall,Female,Connecticut,34,2/13/2017,2,married,96520
7625,187410,Arthur,Quintana,Male,Minnesota,70,2/13/2017,0,divorced/widowed,65202
7626,199174,Earl,Flynn,Male,Louisiana,43,2/13/2017,3,married,37629
7627,186150,Jerry,Schmidt,Male,Wyoming,80,2/13/2017,1,married,155944
7628,67292,Paula,Stuart,Female,Nevada,41,2/13/2017,0,single,113158
7629,159648,Laura,Ross,Female,Kentucky,49,2/13/2017,1,married,124208
7630,109836,Patricia,Clay,Female,Maryland,63,2/13/2017,2,married,95031
7631,139222,Rebecca,Yu,Female,Tennessee,55,2/13/2017,0,single,41309
7632,3085,Rose,Horne,Female,New Jersey,78,2/13/2017,3,married,151978
7633,45186,Steven,Barr,Male,Wyoming,24,2/13/2017,1,married,43069
7634,47861,Kevin,Gaines,Male,Nevada,20,2/13/2017,2,living with parents and siblings,68478
7635,72116,Jonathan,Hawkins,Male,Alaska,65,2/13/2017,2,married,115055
7636,119898,Sean,Freeman,Male,Washington,80,2/13/2017,0,divorced/widowed,46537
7637,72214,Jesse,Bowman,Male,West Virginia,43,2/13/2017,2,married,107629
7638,137801,Debra,Galvan,Female,Wisconsin,63,2/13/2017,0,divorced/widowed,92106
7639,25699,Linda,Graves,Female,Vermont,76,2/13/2017,2,married,43773
7640,39536,,Truong,Male,Georgia,28,2/13/2017,1,married,43518
7641,58982,Randy,Galindo,Male,New Mexico,25,2/13/2017,2,married,95717
7642,69962,Brandon,Webb,Male,South Carolina,75,2/13/2017,3,married,35232
7643,70054,Marie,Morrow,Female,Oklahoma,46,2/13/2017,3,married,117857
7644,90001,Timothy,Duffy,Male,Mississippi,53,2/13/2017,1,married,144202
7645,106194,Clarence,Wolf,Male,Hawaii,51,2/13/2017,2,married,107258
7646,200291,Matthew,Chan,Male,Illinois,58,2/13/2017,2,married,79141
7647,115415,Steve,Kramer,Male,Alaska,26,2/13/2017,0,single,62775
7648,144170,Shirley,Blair,Female,Texas,36,2/13/2017,3,married,98377
7649,25352,Denise,Harmon,Female,California,75,2/13/2017,0,divorced/widowed,85593
7650,106675,Rebecca,Yu,Female,Massachusetts,45,2/13/2017,2,married,133559
7651,196234,Bruce,Campbell,Male,Mississippi,29,2/13/2017,1,married,100529
7652,5340,Jack,Love,Male,Minnesota,46,2/13/2017,3,married,158017
7653,48752,Edward,Carr,Male,Virginia,23,2/13/2017,1,married,60538
7654,1632,Jeremy,Schultz,Male,Wyoming,48,2/13/2017,2,married,105655
7655,12124,Kathleen,Griffin,Female,Mississippi,39,2/13/2017,3,married,41856
7656,23189,Amy,Gibbs,Female,Michigan,23,2/13/2017,2,married,53862
7657,23432,,Brandt,Male,Nevada,60,2/13/2017,2,married,106174
7658,45312,Douglas,Campos,Male,New Hampshire,31,2/13/2017,1,married,60125
7659,75859,Benjamin,Parsons,Male,Nebraska,73,2/13/2017,2,married,97712
7660,100189,Raymond,Shah,Male,New Jersey,59,2/13/2017,1,married,141694
7661,103104,,Dejesus,Male,Maryland,26,2/13/2017,3,married,65957
7662,106524,Charles,Crosby,Male,Minnesota,62,2/13/2017,1,married,91165
7663,161967,Harold,Levy,Male,South Dakota,28,2/13/2017,0,single,87361
7664,169579,Carlos,Medina,Male,Arkansas,52,2/13/2017,0,single,92597
7665,19692,Michael,Weeks,Male,Colorado,60,2/13/2017,2,married,100020
7666,81909,Gerald,Buckley,Male,Arizona,70,2/13/2017,3,married,150504
7667,179752,Cheryl,Curtis,Female,North Carolina,23,2/13/2017,1,married,38927
7668,190221,Rose,Stout,Female,South Dakota,42,2/13/2017,0,single,167294
7669,196840,Katherine,Bradley,Female,Oklahoma,38,2/13/2017,2,married,94697
7670,79205,Jean,King,Female,Alaska,55,2/13/2017,2,married,67244
7671,88610,Virginia,Walsh,Female,Nevada,72,2/13/2017,2,married,126164
7672,88568,Thomas,Humphrey,Male,Oregon,20,2/13/2017,2,living with parents and siblings,59386
7673,77538,Judy,Barrett,Female,Kentucky,65,2/13/2017,1,married,143104
7674,108977,James,Acosta,Male,South Carolina,44,2/13/2017,2,married,141779
7675,59118,Jose,Morgan,Male,District of Columbia,39,2/13/2017,0,single,28994
7676,84644,Marilyn,Blackburn,Female,Michigan,72,2/13/2017,1,married,131580
7677,95613,Barbara,Mcbride,Female,Pennsylvania,78,2/13/2017,3,married,126054
7678,43509,Anne,Santana,Female,Colorado,38,2/13/2017,3,married,53573
7679,142878,Ryan,Villalobos,Male,New York,48,2/13/2017,1,married,159384
7680,149872,Joe,Wise,Male,Massachusetts,41,2/13/2017,1,married,138469
7681,159651,Betty,Morrison,Female,Montana,44,2/13/2017,0,single,116584
7682,172099,Kathy,Mitchell,Female,New Jersey,72,2/13/2017,1,married,39493
7683,137364,Margaret,Dunlap,Female,Montana,59,2/13/2017,2,married,124335
7684,8302,Victor,Sierra,Male,Rhode Island,63,2/13/2017,0,divorced/widowed,169138
7685,191134,,Rasmussen,Female,Mississippi,32,2/13/2017,0,single,41939
7686,166014,Scott,Tyler,Male,District of Columbia,20,2/13/2017,1,living with parents and siblings,98228
7687,102917,Judy,Vance,Female,Wisconsin,36,2/13/2017,0,single,92519
7688,314,,Reese,Male,Delaware,66,2/13/2017,0,divorced/widowed,106561
7689,113423,,Gilbert,Male,Wisconsin,67,2/13/2017,3,married,95965
7690,193737,Billy,Aguirre,Male,Pennsylvania,73,2/13/2017,3,married,148646
7691,173914,Ashley,Shaffer,Female,Arkansas,34,2/13/2017,2,married,55018
7692,21518,Bonnie,Fisher,Female,Virginia,45,2/13/2017,3,married,167788
7693,177648,Robin,Baldwin,Female,Indiana,35,2/13/2017,0,single,45628
7694,29026,Bonnie,Richardson,Female,Connecticut,68,2/13/2017,0,divorced/widowed,142593
7695,53687,,Morse,Male,Michigan,53,2/13/2017,3,married,139486
7696,69286,,Skinner,Female,North Carolina,44,2/13/2017,3,married,56807
7697,189152,Kimberly,Pierce,Female,Texas,28,2/13/2017,3,married,46102
7698,68054,Diane,Valenzuela,Female,Maine,59,2/13/2017,2,married,145302
7699,19740,Ronald,Shelton,Male,Arizona,38,2/13/2017,3,married,73889
7700,70829,Julie,Hopkins,Female,South Carolina,52,2/13/2017,1,married,158486
7701,106765,Ryan,Hendricks,Male,Nebraska,80,2/13/2017,3,married,39290
7702,171705,Ned,Stark,Male,Pennsylvania,42,2/13/2017,0,single,55337
7703,183675,Shawn,Villa,Male,New Hampshire,60,2/13/2017,3,married,46854
7704,143432,Nicole,Washington,Female,Maine,70,2/13/2017,0,divorced/widowed,162378
7705,53864,Clarence,Wolf,Male,Delaware,64,2/13/2017,3,married,48366
7706,173669,Lisa,Case,Female,Illinois,38,2/13/2017,2,married,33341
7707,181814,Carlos,Fleming,Male,Wisconsin,75,2/13/2017,0,divorced/widowed,101720
7708,169253,Sarah,Buchanan,Female,Michigan,34,2/13/2017,3,married,84740
7709,93583,Theresa,Collins,Female,West Virginia,38,2/13/2017,1,married,86724
7710,14958,Bobby,Navarro,Male,Indiana,50,2/14/2017,3,married,110150
7711,83632,Anthony,Rowland,Male,Tennessee,37,2/14/2017,1,married,55634
7712,103643,Phillip,Daugherty,Male,Georgia,68,2/14/2017,1,married,30042
7713,146811,Ruth,Cunningham,Female,Maryland,53,2/14/2017,1,married,31972
7714,152783,Beverly,Townsend,Female,Missouri,31,2/14/2017,0,single,61942
7715,180916,Russell,Henderson,Male,Louisiana,81,2/14/2017,0,divorced/widowed,113141
7716,182108,Jerry,Brown,Male,Missouri,65,2/14/2017,0,divorced/widowed,86557
7717,165895,Samuel,Booth,Male,Tennessee,76,2/14/2017,3,married,129061
7718,25502,Victor,Burke,Male,Alaska,70,2/14/2017,1,married,87724
7719,1036,Ruby,Bradshaw,Female,Iowa,45,2/14/2017,1,married,104464
7720,17274,,Rasmussen,Female,Minnesota,41,2/14/2017,0,single,142302
7721,27774,Raymond,Sloan,Male,Ohio,27,2/14/2017,1,married,152305
7722,33513,Diana,Moody,Female,Colorado,60,2/14/2017,2,married,109117
7723,37357,Deborah,Potter,Female,New Jersey,67,2/14/2017,2,married,138562
7724,39162,,Moran,Male,Utah,44,2/14/2017,3,married,129535
7725,43904,Sharon,Barber,Female,Texas,33,2/14/2017,2,married,70429
7726,48267,Sean,Hahn,Male,Montana,37,2/14/2017,2,married,32239
7727,56994,Charles,Todd,Male,New York,56,2/14/2017,3,married,45945
7728,57714,John,Terrell,Male,Maryland,66,2/14/2017,1,married,64128
7729,59837,Janice,Sherman,Female,Illinois,79,2/14/2017,0,divorced/widowed,149187
7730,81018,Janice,Fry,Female,Ohio,33,2/14/2017,0,single,97022
7731,83453,Julie,Newton,Female,Kansas,58,2/14/2017,2,married,164722
7732,84927,Stephen,Mann,Male,Hawaii,28,2/14/2017,3,married,30672
7733,85338,Daniel,Walter,Male,Indiana,29,2/14/2017,1,married,43024
7734,89489,Eric,Hobbs,Male,Michigan,67,2/14/2017,3,married,114413
7735,93218,Irene,Payne,Female,South Carolina,58,2/14/2017,0,single,163078
7736,93829,Mary,Snyder,Female,Rhode Island,57,2/14/2017,0,single,118638
7737,96220,Eric,Hobbs,Male,Massachusetts,42,2/14/2017,1,married,163352
7738,96526,Bobby,Navarro,Male,Massachusetts,66,2/14/2017,1,married,166958
7739,102380,,Hutchinson,Male,Nevada,53,2/14/2017,2,married,144309
7740,102831,Peter,Reynolds,Male,Indiana,51,2/14/2017,1,married,109496
7741,103868,Ralph,Randall,Male,Oregon,30,2/14/2017,0,single,61453
7742,105985,Adam,Villanueva,Male,Connecticut,70,2/14/2017,1,married,149794
7743,106003,,Gilbert,Male,New Jersey,66,2/14/2017,0,divorced/widowed,146838
7744,121063,,Truong,Male,Rhode Island,20,2/14/2017,1,living with parents and siblings,60669
7745,134775,Michael,Carrillo,Male,Maryland,33,2/14/2017,1,married,93879
7746,139124,Patricia,Cole,Female,Virginia,36,2/14/2017,1,married,76645
7747,140215,Bobby,Reed,Male,Iowa,54,2/14/2017,1,married,147007
7748,141685,Sarah,Rich,Female,Connecticut,76,2/14/2017,3,married,47916
7749,145667,Lawrence,Malone,Male,Georgia,66,2/14/2017,2,married,144526
7750,146393,Debra,Jacobs,Female,Nevada,65,2/14/2017,2,married,154445
7751,152534,Lois,Sexton,Female,Texas,21,2/14/2017,2,living with parents and siblings,98516
7752,159247,Julie,Brock,Female,New Jersey,28,2/14/2017,0,single,83040
7753,159858,Frank,Herring,Male,New Hampshire,66,2/14/2017,2,married,164942
7754,160059,Henry,Odom,Male,Montana,45,2/14/2017,2,married,159428
7755,161905,James,Hunter,Male,Oklahoma,65,2/14/2017,1,married,156915
7756,168941,Louis,Cortes,Male,North Dakota,36,2/14/2017,1,married,74344
7757,179176,Jerry,Brown,Male,Idaho,28,2/14/2017,1,married,58850
7758,184054,Walter,Park,Male,Vermont,54,2/14/2017,1,married,59038
7759,195082,Deborah,Farrell,Female,Connecticut,46,2/14/2017,1,married,127016
7760,195332,Shirley,Harrison,Female,Alaska,50,2/14/2017,0,single,165178
7761,195551,Sarah,Cardenas,Female,Kansas,54,2/14/2017,2,married,122193
7762,200631,Diane,Lawrence,Female,Washington,29,2/14/2017,0,single,59749
7763,205220,,Pratt,Female,Virginia,79,2/14/2017,3,married,103554
7764,195368,Benjamin,Moon,Male,Missouri,74,2/14/2017,0,divorced/widowed,111077
7765,112139,Helen,Cannon,Female,South Carolina,53,2/14/2017,0,single,110407
7766,2006,Terry,Shaw,Male,Kansas,19,2/14/2017,2,living with parents and siblings,94123
7767,20598,Clarence,Stephens,Male,Utah,56,2/14/2017,0,single,104137
7768,39794,Robin,Mcdowell,Male,Illinois,66,2/14/2017,3,married,56258
7769,46478,Ashley,Shaffer,Female,Kansas,19,2/14/2017,1,living with parents and siblings,64675
7770,145083,Carlos,Fleming,Male,Pennsylvania,59,2/14/2017,2,married,165106
7771,178902,Jonathan,Russo,Male,Utah,56,2/14/2017,2,married,43903
7772,26122,,Gould,Male,Florida,51,2/14/2017,3,married,117315
7773,26874,Terry,Lewis,Male,Washington,70,2/14/2017,0,divorced/widowed,151978
7774,100294,Lillian,Schaefer,Female,North Carolina,29,2/14/2017,3,married,43776
7775,113456,Stephen,Murillo,Male,Oregon,40,2/14/2017,1,married,88482
7776,129442,Sandra,Greer,Female,Arkansas,39,2/14/2017,0,single,61591
7777,192950,Norma,Chapman,Female,Kansas,41,2/14/2017,2,married,97307
7778,192732,Sean,Osborne,Male,Arizona,46,2/14/2017,3,married,138254
7779,13741,Jimmy,Cobb,Male,Nebraska,81,2/14/2017,3,married,102926
7780,27880,Eugene,Person,Male,Massachusetts,68,2/14/2017,2,married,72678
7781,67653,Wayne,Stone,Male,New York,64,2/14/2017,2,married,167353
7782,73837,Marilyn,Lyons,Female,Rhode Island,42,2/14/2017,0,single,168763
7783,102422,Marie,Bishop,Female,Illinois,62,2/14/2017,0,divorced/widowed,148779
7784,126506,Elizabeth,Huff,Female,New Mexico,78,2/14/2017,3,married,161230
7785,128720,Maria,Jarvis,Female,Virginia,50,2/14/2017,2,married,114831
7786,135147,Amanda,Hodge,Female,Washington,63,2/14/2017,0,divorced/widowed,86428
7787,140891,Ronald,Felix,Male,North Dakota,67,2/14/2017,3,married,42589
7788,150216,Elizabeth,Steele,Female,Montana,23,2/14/2017,3,married,98352
7789,158192,Victor,Rose,Male,South Carolina,24,2/14/2017,1,married,93505
7790,163351,Carl,Benton,Male,West Virginia,37,2/14/2017,1,married,83519
7791,165571,Nancy,Cano,Female,New Jersey,57,2/14/2017,0,single,108270
7792,188045,Peter,Mcguire,Male,Delaware,59,2/14/2017,3,married,62596
7793,174544,Johnny,Colon,Male,Nebraska,74,2/14/2017,1,married,117552
7794,104638,Ruby,Walls,Female,Mississippi,31,2/14/2017,2,married,143664
7795,104796,Julie,Ellison,Female,South Dakota,19,2/14/2017,0,single,100606
7796,147199,Mark,Warren,Male,Idaho,39,2/14/2017,0,single,53332
7797,173997,Stephen,Mann,Male,Minnesota,23,2/14/2017,3,married,29431
7798,9399,Antonio,Gibson,Male,Indiana,45,2/14/2017,1,married,93721
7799,4296,Julie,Lopez,Female,Hawaii,19,2/14/2017,2,living with parents and siblings,91565
7800,37121,Jane,Dyer,Female,Texas,52,2/14/2017,0,single,119991
7801,82908,Ruby,Wilkins,Female,Maryland,38,2/14/2017,2,married,69943
7802,92291,Fred,Larson,Male,Oregon,32,2/14/2017,0,single,40937
7803,107860,Joseph,Hickman,Male,Vermont,60,2/14/2017,1,married,99930
7804,37924,Sharon,Zhang,Female,Oklahoma,56,2/14/2017,3,married,154653
7805,106661,Denise,Proctor,Female,Maine,41,2/14/2017,2,married,139321
7806,143598,,Zuniga,Female,Maryland,24,2/14/2017,1,married,84432
7807,164991,Arthur,Quintana,Male,Colorado,29,2/14/2017,0,single,69203
7808,198113,Norma,Chapman,Female,North Dakota,41,2/14/2017,0,single,93800
7809,28921,Nicholas,Gross,Male,Arkansas,19,2/14/2017,2,living with parents and siblings,54297
7810,114801,Elizabeth,Tapia,Female,Wyoming,74,2/14/2017,3,married,84536
7811,133136,Jeffrey,Xiong,Male,New Mexico,58,2/14/2017,0,single,118004
7812,177569,Sarah,Oliver,Female,Missouri,22,2/14/2017,1,married,65881
7813,180249,,Simpson,Female,Indiana,80,2/14/2017,0,divorced/widowed,129989
7814,191525,Mark,Newman,Male,Maine,68,2/14/2017,1,married,167531
7815,16691,,Brandt,Male,Illinois,69,2/14/2017,3,married,126842
7816,190502,Sean,Blanchard,Male,Kansas,27,2/14/2017,3,married,188952
7817,122140,Theresa,Stein,Female,Vermont,50,2/14/2017,3,married,83496
7818,200986,Alice,Lim,Female,Vermont,51,2/14/2017,2,married,147533
7819,134510,Christina,Friedman,Female,Nevada,18,2/14/2017,0,single,66545
7820,10491,Johnny,Cochran,Male,Minnesota,28,2/14/2017,2,married,33789
7821,17516,Jennifer,Kennedy,Female,Nevada,74,2/14/2017,2,married,123837
7822,23587,Sara,Diaz,Female,New Jersey,59,2/14/2017,3,married,153930
7823,27599,Joyce,Gill,Female,Delaware,62,2/14/2017,3,married,97989
7824,32634,Juan,Sampson,Male,Utah,26,2/14/2017,1,married,74620
7825,43264,Nicole,Washington,Female,Iowa,69,2/14/2017,2,married,116484
7826,51228,Randy,Bruce,Male,New Hampshire,30,2/14/2017,1,married,80062
7827,54794,Brenda,Pennington,Female,Maine,52,2/14/2017,2,married,137303
7828,138333,Billy,Aguirre,Male,Montana,54,2/14/2017,2,married,127709
7829,149131,Louise,Hernandez,Female,Connecticut,42,2/14/2017,1,married,44581
7830,155352,Douglas,Andrews,Male,Colorado,52,2/14/2017,2,married,133146
7831,170549,Frank,Rodgers,Male,California,20,2/14/2017,2,living with parents and siblings,73860
7832,171715,Johnny,Spears,Male,West Virginia,55,2/14/2017,3,married,96005
7833,192052,Judy,Vance,Female,Mississippi,54,2/14/2017,1,married,129065
7834,195030,Bonnie,Hanna,Female,Colorado,49,2/14/2017,0,single,76554
7835,12722,Paula,Stewart,Female,Nevada,75,2/14/2017,1,married,125493
7836,54343,Ralph,Salinas,Male,North Carolina,78,2/14/2017,3,married,156714
7837,69097,Stephanie,Jensen,Female,Tennessee,42,2/14/2017,0,single,119072
7838,124876,Jerry,Brown,Male,North Carolina,77,2/14/2017,0,divorced/widowed,139878
7839,160249,Betty,Morrison,Female,Connecticut,51,2/14/2017,1,married,40104
7840,156173,Louise,House,Female,Georgia,42,2/14/2017,0,single,99930
7841,161865,Betty,Morrison,Female,South Dakota,74,2/14/2017,3,married,78351
7842,48001,Jessica,Christensen,Female,Florida,18,2/14/2017,3,living with parents and siblings,96243
7843,108592,Jeremy,Schultz,Male,Idaho,70,2/14/2017,3,married,119913
7844,184383,Sarah,Estes,Female,Kentucky,46,2/14/2017,1,married,148484
7845,75528,Johnny,Colon,Male,Washington,68,2/14/2017,1,married,102723
7846,129765,,Davila,Female,Montana,43,2/14/2017,2,married,124664
7847,104722,Ashley,Gallegos,Female,Louisiana,21,2/14/2017,1,living with parents and siblings,42735
7848,67833,Kenneth,Wolfe,Male,Arizona,52,2/14/2017,3,married,142345
7849,120990,Lillian,Schaefer,Female,Kentucky,48,2/14/2017,2,married,110227
7850,193237,Katherine,Bradley,Female,West Virginia,23,2/14/2017,0,single,79360
7851,102113,Martin,Wiley,Male,Georgia,69,2/14/2017,3,married,94522
7852,148532,Peter,Mcguire,Male,Maine,79,2/14/2017,3,married,92526
7853,175090,Terry,Wilkerson,Male,Connecticut,21,2/14/2017,0,single,98484
7854,41691,Mark,Warren,Male,New Hampshire,63,2/14/2017,1,married,165013
7855,22541,Julie,Carroll,Female,Wisconsin,34,2/14/2017,3,married,78163
7856,123445,Phillip,Small,Male,New Jersey,68,2/14/2017,0,divorced/widowed,130559
7857,193163,John,Sullivan,Male,New Mexico,35,2/14/2017,1,married,62496
7858,151855,Philip,Mullen,Male,North Carolina,26,2/14/2017,3,married,54161
7859,118631,Beverly,Everett,Female,California,24,2/14/2017,3,married,81775
7860,32289,Kathy,Franco,Female,Colorado,56,2/14/2017,0,single,139893
7861,9488,Tina,Simmons,Female,Alaska,39,2/14/2017,3,married,29960
7862,43842,Robin,Baldwin,Female,Maryland,27,2/14/2017,3,married,84541
7863,122252,Janet,Woodard,Female,California,64,2/14/2017,2,married,133837
7864,28282,Albert,Vo,Male,North Carolina,31,2/14/2017,1,married,54185
7865,119888,Rose,Horne,Female,Missouri,67,2/14/2017,1,married,39293
7866,956,Robert,Solis,Male,Missouri,18,2/14/2017,2,living with parents and siblings,74731
7867,128910,Todd,Welch,Male,Maryland,70,2/14/2017,0,divorced/widowed,115240
7868,119873,Jeremy,Hines,Male,Nevada,73,2/14/2017,1,married,31902
7869,151135,Clarence,Wolf,Male,Nebraska,71,2/14/2017,1,married,49941
7870,72291,Clarence,Mclean,Male,New Hampshire,80,2/14/2017,1,married,157315
7871,115980,Steve,Tanner,Male,Colorado,59,2/14/2017,0,single,132895
7872,123477,Beverly,Sanford,Female,Colorado,80,2/14/2017,0,divorced/widowed,105631
7873,182137,Phillip,Small,Male,Iowa,39,2/14/2017,0,single,38982
7874,20204,Kathryn,Mclaughlin,Female,Delaware,55,2/14/2017,2,married,45063
7875,25862,Nancy,Gomez,Female,California,30,2/15/2017,3,married,90226
7876,38269,Paul,Coleman,Male,Louisiana,41,2/15/2017,3,married,50683
7877,57429,Helen,Cannon,Female,Arizona,72,2/15/2017,0,divorced/widowed,54046
7878,59752,Theresa,Hayden,Female,Oklahoma,37,2/15/2017,3,married,39283
7879,105380,Elizabeth,Huff,Female,Illinois,56,2/15/2017,0,single,43640
7880,119782,Andrea,Bonilla,Female,Massachusetts,49,2/15/2017,1,married,47168
7881,120574,Lois,Sexton,Female,Florida,28,2/15/2017,2,married,66925
7882,202040,Patricia,Hart,Female,North Dakota,59,2/15/2017,3,married,108455
